Name,Full_Name,PriCompany,Job_Code,Tags
582-06_PALNG Project Tour,PALNG Project Tour,Sempra LNG,582-06,"LNG, 3D"
582-07_PALNG Video Update,Port Arthur Video Update,Sempra LNG,582-07,"LNG, Energy, 3D"
583-01_ECA LNG,ECA LNG,Sempra LNG,583-01,"LNG, Energy, 3D"
583-02_ECA LNG Update,ECA LNG Update,Sempra LNG,583-02,"LNG, Energy, 3D"
583-03_ECA LNG Video,ECA LNG Video,Sempra LNG,583-03,"LNG, Energy, 3D"
583-04_ECA LNG Video 2,ECA LNG Video 2,Sempra LNG,583-04,"LNG, 3D"
583-05_ECA LNG Update II,ECA LNG Update II,Sempra LNG,583-05,"LNG, Energy, 3D"
583-06_ECA LNG Animations,583-06 ECA LNG Animations,Sempra LNG,583-06,"LNG, 3D"
584-01_Shakespeare,Shakespeare,Walker and Macy,584-01,
585-01_Elon Business School,Elon Business School,Robert A.M. Stern Architects LLP,585-01,"Institutional, Architecture, 3D"
585-02_Elon Business School,Elon Business School,Robert A.M. Stern Architects LLP,585-02,"Institutional, Architecture, 3D"
586-01_SFO People Mover,SFO People Mover,Skanska USA Civil West CA,586-01,"People Mover, Transit, Construction, airport, 3D"
587-01_Elon Pavilion,Elon Pavilion,Robert A.M. Stern Architects LLP,587-01,"Institutional, Architecture, 3D"
588-01_University of Delaware,University of Delaware,Robert A.M. Stern Architects LLP,588-01,"Residential, Architecture, 3D"
589-01_UI Suites and Tower,UI Suites and Tower,Sixth River Architects,589-01,"Residential, Architecture, 3D"
589-02_NAU Skyview (Runke),NAU Skyview (Runke),American Campus Communities Inc,589-02,"Residential, Architecture, 3D"
589-03_Momentum Village,Momentum Village,American Campus Communities Inc,589-03,"Residential, Architecture, 3D"
590-01_VR Car,VR Car,Market Rhythm,590-01,
591-01_St Marks School,St Marks School,Robert A.M. Stern Architects LLP,591-01,"Institutional, Architecture, 3D"
591-02_St Marks School Science Building Animation,St Marks School Science Building Animation,Robert A.M. Stern Architects LLP,591-02,"Institutional, Architecture, 3D"
591-03_St Marks Additional Renderings,St Marks Additional Renderings,Robert A.M. Stern Architects LLP,591-03,"Architecture, 3D"
591-04_St Marks Additional Rendering,St Marks Additional Rendering,Robert A.M. Stern Architects LLP,591-04,"Institutional, Architecture, 3D"
591-05_St Marks Science Building Additional Renderings,St Marks Science Building Additional Renderings,"Robert A.M. Stern Architects LLP,St. Mark’s School of Texas",591-05,"Institutional, Architecture, 3D"
592-01_Domino's Prototype,Domino's Prototype,Gnich Architecture Studio,592-01,"Retail, Architecture, 3D"
593-01_Yeon Building - Spin,Yeon Building - Spin,Urban Renaissance Group,593-01,"Commercial, Architecture, 3D"
594-01_Dry Falls Animation,Dry Falls Animation,University of Central Washington,594-01,"Visual FX, 3D"
594-02_Yakima River,Yakima River,University of Central Washington,594-02,"Visual FX, 3D"
594-03_Geology Series,Geology Series,Central Washington University,594-03,"Science, 3D"
594-04_Basalt,Basalt,Central Washington University,594-04,"Visual FX, 3D"
594-05_Glacial Lakes,Glacial Lakes,University of Central Washington,594-05,"Visual FX, 3D"
595-00_ACC 2016 General,ACC 2016 General,American Campus Communities Inc,595-00,"Residential, Architecture, 3D"
595-01_21Hundred Overton Park,21Hundred Overton Park,American Campus Communities Inc,595-01,"Residential, Architecture, 3D"
595-02_Skyview,Skyview,American Campus Communities Inc,595-02,"Residential, Architecture, 3D"
595-03_Suites at Third,Suites at Third,American Campus Communities Inc,595-03,"Residential, Architecture, 3D"
595-04_Callaway House Apartments,Callaway House Apartments,American Campus Communities Inc,595-04,"Residential, Architecture, 3D"
595-05_U Centre on College,U Centre on College,American Campus Communities Inc,595-05,"Residential, Architecture, 3D"
595-06_U Centre on Turner,U Centre on Turner,American Campus Communities Inc,595-06,"Residential, Architecture, 3D"
595-07_U Club Binghamton,U Club Binghamton,American Campus Communities Inc,595-07,"Residential, Architecture, 3D"
595-08_U Pointe Speight,U Pointe Speight,American Campus Communities Inc,595-08,"Residential, Architecture, 3D"
595-09_University Square,University Square,American Campus Communities Inc,595-09,"Residential, Architecture, 3D"
595-10_ASU Engineering,ASU Engineering,American Campus Communities Inc,595-10,"Residential, Architecture, 3D"
595-11_U Center on College (Clemson) Upgrade II,U Center on College (Clemson) Upgrade II,American Campus Communities Inc,595-11,"Residential, Architecture, 3D"
595-12_Video Updates,Video Updates,American Campus Communities Inc,595-12,"Residential, Architecture, 3D"
595-13_Callaway House (Norman) Upgrade II,Callaway House (Norman) Upgrade II,American Campus Communities Inc,595-13,"Residential, Architecture, 3D"
595-14_U Center on College (Clemson) Upgrade III,U Center on College (Clemson) Upgrade III,American Campus Communities Inc,595-14,"Residential, Architecture, 3D"
595-15_Waco Post Production,Waco Post Production,American Campus Communities Inc,595-15,"Residential, Architecture, 3D"
595-16_University Square 360,University Square 360,American Campus Communities Inc,595-16,"Residential, Architecture, 3D"
595-17_ACC Oxford,ACC Oxford,American Campus Communities Inc,595-17,"Residential, Architecture, 3D"
596-01_French Prairie Bridge,French Prairie Bridge,OBEC Consulting Engineers,596-01,"Bridges, 3D"
597-01_Task 4.27- Canopy Design Studies,Task 4.27- Canopy Design Studies,HDR,597-01,"Station, Transit, 3D"
597-02_LAUS Track Staging,LAUS Track Staging,HDR,597-02,"Transit, 3D"
597-03_Canopy Studies Part III,Canopy Studies Part III,HDR,597-03,"Station, Transit, 3D"
597-03_Task 4.27- Canopy Design Studies,Task 4.27- Canopy Design Studies,HDR,597-03,"Station, Transit, 3D"
597-04_LAUS Visioning Part I,LAUS Visioning Part I,"TYLIN International,The  Alliance Group",597-04,"Station, Transit, 3D"
597-05_LAUS Visioning Round 2,LAUS Visioning Round 2,"HDR,The  Alliance Group",597-05,"Station, Transit, 3D"
597-06_LAUS Out of Scope,LAUS Out of Scope,HDR,597-06,"Station, Transit, 3D"
597-06_LAUS Visioning Round 2 Additional,LAUS Visioning Round 2 Additional,HDR,597-06,"Transit, 3D"
597-07_LAUS Canopy Studies Addl,LAUS Canopy Studies Addl,HDR,597-07,"Station, Transit, 3D"
597-08_LAUS Waiting Area,LAUS Waiting Area,HDR,597-08,"Station, Transit, 3D"
"597-10_
LAUS Construction",Link Union Station Project,Flatiron - Stacy Witbeck JV,597-10,"Station, Construction, 3D"
597-11_ LAUS Construction,Link Union Station Project,Flatiron - Stacy Witbeck JV,597-11,"Station, Construction, 3D"
598-01_South Capitol Street,South Capitol Street,TYLIN International,598-01,"Bridges, 3D"
599-01_Neuberger Hall,Neuberger Hall,Skanska,599-01,"Construction, 3D"
601-01_BQE Brooklyn Queens Expressway,BQE Brooklyn Queens Expressway,TYLIN International,601-01,"Bridges, 3D"
602-01_RAMSA Projects,RAMSA Projects,Robert A.M. Stern Architects LLP,602-01,"Architecture, 3D"
602-02_Ramsa,Elon,Robert A.M. Stern Architects LLP,602-02,"Architecture, 3D"
603-01_Scripps Oceanic Institute Master Plan,Scripps Oceanic Institute Master Plan,Walker and Macy,603-01,"Planning, 3D"
605-01_Digital Cities,Digital Cities,Market Rhythm,605-01,
606-01_Willamette Cemetery,Willamette Cemetery,Walker and Macy,606-01,"Landscape, 3D"
607-01_SW 12th and Morrison,SW 12th and Morrison,"""Monty Hill, Architect""",607-01,
608-0_Sternal Plate,Sternal Plate,Apex Biomedical,608-0,"Medical, Industrial Design, 3D"
609-01_Bixby CDK Exterior Renderings,Bixby CDK Exterior Renderings,Interior Architects,609-01,"Commercial, Architecture, 3D"
609-02_Bixby CDK Exterior Additional I,Bixby CDK Exterior Additional I,Interior Architects,609-02,"Commercial, Architecture, 3D"
609-03_Bixby CDK Exterior Additional II,Bixby CDK Exterior Additional II,Interior Architects,609-03,"Commercial, Architecture, 3D"
610-01_Highway 62 Visual Simulation,Highway 62 Visual Simulation,Oregon Department of Transportation,610-01,"Highways, 3D"
611-01_Under Armour - YMCA,Under Armour - YMCA,Lever Architecture,611-01,
612-01_Sacramento Streetcar Update,Sacramento Streetcar Update,City of Sacramento,612-01,"Streetcar, 3D"
613-01_HoloLens,HoloLens,Neudesic,613-01,
614-01_City of Gresham Model,City of Gresham Model,City of Gresham,614-01,
615-01_Nashville Transit Video,Nashville Transit Video,AECOM,615-01,
616-01_Portland 2050,Portland 2050,V3 Studios,616-01,
618-01_I-10 Corridor Planning,I-10 Corridor Planning,,618-01,
619-01_AZDOT Open Services,AZDOT Open Services,,619-01,
620-01_Salpare Bay II,Salpare Bay II,Studio 410,620-01,"Architecture, 3D"
621-01_Atlanta Light Rail,Atlanta Light Rail,AECOM,621-01,"Light Rail, 3D"
622-01_California High Speed Rail II,California High Speed Rail II,California High Speed Rail Authority,622-01,"HSR, 3D"
623-01_SW Corridor PE,SW Corridor PE,,623-01,"Light Rail, Light Rail, 3D"
624-01_Portland Inc. Film,Portland Inc. Film,Pattern Integrity,624-01,
626-01_Montgomery County BRT,Montgomery County BRT,,626-01,"BRT, 3D"
627-01_Jacksonville BRT,Jacksonville BRT,,627-01,"BRT, 3D"
628-01_Riverside Solar Farm,Riverside Solar Farm,,628-01,
629-01_I-395 Miami II,I-395 Miami II,TYLIN International,629-01,
630-01_SW Corridor DEIS,SW Corridor DEIS,,630-01,"Light Rail, 3D"
631-01_CalTrans D11,CalTrans D11,,631-01,
632-01_VA Hospital City Model SRG,VA Hospital City Model SRG,SRG Partnership,632-01,"City Model, 3D"
633-01_VA Hospital City Model ZGF,VA Hospital City Model ZGF,ZGF Architects,633-01,"City Model, 3D"
635-01_Hopkins Owl VR,Hopkins Owl VR,,635-01,
636-01_ODOT TAP,ODOT TAP,Otak,636-01,"Highways, 3D"
637-01_BART General Environmental Services,BART General Environmental Services,Nelson\Nygaard,637-01,"Transit - Rail, 3D"
638-01_Caltrans District 6,Caltrans District 6,TYLIN International,638-01,
642-01_Qatar Open Services,Qatar Open Services,,642-01,
643-01_Zidell Phase II,Zidell Phase II,Urban One,643-01,
644-01_City Lights 3D Renderings,City Lights 3D Renderings,,644-01,
645-01_Muscle Beach,Muscle Beach,,645-01,
646-01_ODOT TAP AECOM,ODOT TAP AECOM,,646-01,
647-01_Port Isabel LNG,Port Isabel LNG,Sempra LNG,647-01,
648-01_US 36 BRT,US 36 BRT,,648-01,"BRT, 3D"
649-01_TriMet Powell-Division,TriMet Powell-Division,URS Corporation,649-01,
650-01_Powell-Division Transit and Development Project,Powell-Division Transit and Development Project,,650-01,
651-01_Bus Stop Guide 3D Graphics,Bus Stop Guide 3D Graphics,,651-01,
653-01_Minneapolis SW Line,Minneapolis SW Line,,653-01,"Light Rail, 3D"
654-01_AC Transit Interactive Guide,AC Transit Interactive Guide,AC Transit,654-01,
655-01_Bend Project RFP,Bend Project RFP,,655-01,
656-01_Oregon Shakespeare Foundation Courtyard,Oregon Shakespeare Foundation Courtyard,Walker and Macy,656-01,
657-01_NorCal,NorCal,,657-01,
659-01_ELON Update,ELON Update,Robert A.M. Stern Architects LLP,659-01,
660-01_Texas Central HSR,Texas Central HSR,,660-01,
661-01_Olympia 3D,Olympia 3D,,661-01,
662-01_US-97 Redmond,US-97 Redmond,Kittelson & Associates Inc,662-01,
664-01_Boston Properties,Boston Properties,,664-01,
666-01_I-5/I-605 Interchange Project Pursuit for LA Metro,I-5/I-605 Interchange Project Pursuit for LA Metro,,666-01,"Highways, 3D"
667-01_Singer Architectural Project,Singer Architectural Project,Singer Associates Inc.,667-01,
668-01_Kimley-Horn BRT,Kimley-Horn BRT,,668-01,
669-01_Boulder BRT,Boulder BRT,,669-01,
670-01_Henderson US 95,Henderson US 95,,670-01,
672-01_Minneapolis Blue Line,Minneapolis Blue Line,,672-01,
674-01_Austin Fly-Over,Austin Fly-Over,,674-01,
675-01_3800 Lamar,3800 Lamar,,675-01,
676-01_ODOT Bid,ODOT Bid,,676-01,
677-01_Outer Powell Blvd,Outer Powell Blvd,URS Corporation,677-01,
678-01_Port Authority PTC Video,Port Authority PTC Video,,678-01,
679-01_Austin Metro Statewide,Austin Metro Statewide,,679-01,
680-01_Esencia,Esencia,,680-01,
681-01_Tony,Tony,,681-01,
682-01_DC Streetcar,DC Streetcar,HDR,682-01,
683-01_Microsoft Mall,Microsoft Mall,Skanska,683-01,
684-01_Bridge Move,Bridge Move,TYLIN International,684-01,
685-01_Riyadh Metro Station,Riyadh Metro Station,,685-01,
686-01_Istanbul City Model,Istanbul City Model,,686-01,
687-01_Council Bluffs,Council Bluffs,HDR,687-01,
688-01_Palm Springs House,Palm Springs House,,688-01,
689-01_US Japan HSR,US Japan HSR,US Japan HSR,689-01,"HSR, 3D"
690-01_Charlotte MUD,Charlotte MUD,US Japan HSR,690-01,
691-01_UT Arlington,UT Arlington,,691-01,
692-01_Bakersfield Station,Bakersfield Station,,692-01,
693-01_25 North Central,25 North Central,Asset Campus Housing,693-01,
694-01_Clemson and Norman,Clemson and Norman,UH Campus Housing,694-01,
695-01_Henry Hudson Bridge Foundation,Henry Hudson Bridge Foundation,TYLIN International,695-01,"Bridges, 3D"
696-01_Yeon Shire Video,Yeon Shire Video,Portland Art Museum,696-01,"Post Production, 3D"
698-01_Division BRT NEPA,Division BRT NEPA,OBEC Consulting Engineers,698-01,"BRT, 3D"
700-01_SW 6th and Yamhill,SW 6th and Yamhill,Interior Architects,700-01,"Interior, Architecture, 3D"
701-01_CHSR SFMC,CHSR SFMC,HNTB Corporation,701-01,"High Speed Rail, Transit, 3D"
704-01_Tualatin Creative,Tualatin Creative,SRG Partnership,704-01,"Institutional, Architecture, 3D"
705-0_UCF - Ramsa,UCF - Ramsa,Robert A.M. Stern Architects LLP,705-0,
706-01_Choate Rosemary Hall,Choate Rosemary Hall,Robert A.M. Stern Architects LLP,706-01,"Institutional, Architecture, 3D"
707-01_NNSA,NNSA,KMA Architects,707-01,"Architecture, 3D"
708-01_West Salem Feasibility Study,West Salem Feasibility Study,TYLIN International,708-01,
709-01_Gold Line BRT,Gold Line BRT,Crandal Arambula,709-01,"Bus Rapid Transit, Transit, 3D"
710-01_Cabrillo Blvd,Cabrillo Blvd,"""VMA Communications, Inc.""",710-01,
711-01_Capital One,Capital One,Interior Architects,711-01,"Retail, 3D"
712-01_UW IMA Pool,UW IMA Pool,SRG Partnership,712-01,"Institutional, Architecture, 3D"
713-01_Seward Highway OM2D,Seward Highway OM2D,DOWL HKM,713-01,"Highways, 3D"
714-01_JMU Interiors,JMU Interiors,Robert A.M. Stern Architects LLP,714-01,"Institutional, Architecture, 3D"
714-02_JMU Additional Views,JMU Additional Views,Robert A.M. Stern Architects LLP,714-02,"Institutional, Architecture, 3D"
714-03_JMU Aerial,JMU Aerial,Robert A.M. Stern Architects LLP,714-03,"Institutional, Architecture, 3D"
714-04_JMU Exteriors,JMU Exteriors,Robert A.M. Stern Architects LLP,714-04,"Institutional, Architecture, 3D"
714-05_JMU Carpet Update,JMU Carpet Update,Robert A.M. Stern Architects LLP,714-05,"Institutional, Architecture, 3D"
715-01_Hills of Depoe Bay,Hills of Depoe Bay,,715-01,
716-01_UNCSA,UNCSA,Robert A.M. Stern Architects LLP,716-01,"Institutional, Architecture, 3D"
717-01_Momant Floor Models,Momant Floor Models,Momant,717-01,"Industrial Design, 3D"
717-02_Momant Animations,Momant Animations,Momant,717-02,"Industrial Design, 3D"
718-01_Adidas TI,Adidas TI,Interior Architects,718-01,"Retail, 3D"
719-01_Mentor Graphics,Mentor Graphics,Interior Architects,719-01,"Commercial, Architecture, 3D"
720-01_OSU Postle Hall,OSU Postle Hall,Robert A.M. Stern Architects LLP,720-01,"Institutional, Architecture, 3D"
720-02_OSU Postle Hall Update,OSU Postle Hall Update,Robert A.M. Stern Architects LLP,720-02,"Institutional, 3D"
721-01_Dominoes Plans,Dominoes Plans,Gnich Architecture Studio,721-01,"Retail, Architecture, 3D"
800-01-01_Apartment Building,Apartment Building,,800-01-01,"Residential, 3D"
900-01_City Model UE,City Model UE,NC3D,900-01,"City Model, 3D"
900-09_Intel VR City,Intel VR City,Intel Corporation,900-09,
900-10_City Model Hacker,City Model Hacker,Thomas Hacker & Associates,900-10,
900-11_City Model LRS,City Model LRS,LRS Architects,900-11,
900-18_City Model,,NC3D,900-18,
900-19_PDX Possibility,PDX Possibility,Randy Gragg Projects,900-19,"City Model, 3D"
900-22_AHC Central Eastside,Architectural Heritage Center Scales,Architectural Heritage Center,900-22,"City Model, 3D"
900-23 Charette,PDX Possibilty, Randy Gragg,900-23,"City Model, Urban Design"
3006 LRT Cross Section,LRT Cross Section,BRW,,"Light Rail, Transit, 3D"
3029 Car Dealers,,Unitan Creative,,"Advertising, 3D"
3030_LRT Tracks,LRT Track Study,BRW,3030,"Light Rail, Transit, 3D"
ACC-01_ACC,ACC,"""American Campus Communities , Inc.""",ACC-01,"Residential, Architecture, 3D"
ACC-57_Fremont,Fremont,American Campus Communities Inc,ACC-57,"Residential, Architecture, 3D"
ACC-58_Northeastern,Northeastern,American Campus Communities Inc,ACC-58,"Residential, Architecture, 3D"
ACC-59_529 The Flex Project,529 The Flex Project,American Campus Communities Inc,ACC-59,"Residential, Architecture, 3D"
ARNO-01_Arnold Development City Model,Arnold Development City Model,Arnold Development,ARNO-01,
AVAN-01_Avangrid,Avangrid,Avangrid Renewables,AVAN-01,
B216-01_Block 216,Block 216,Portland Bureau of Development Services,B216-01,"Architecture, 3D"
B216-02_Block 216,Block 216,GBD Architects,B216-02,"City Model, Architecture, 3D"
B216-02_Block 216 Part II,Block 216 Part II,GBD Architects Incorporated,B216-02,
B216-03_Block 216 Animations II,Block 216 Animations II,Arnold Development,B216-03,"Architecture, 3D"
BATT-01_,Fresno Battery Project,Rincon Consultants,BATT-01,"Visual Impacts, 3D"
BCB-01_,Bataan Cavite Bridge,TYLIN International,BCB-01,"Bridges, 3D"
BCB-02,Bataan Cavite Bridge,TYLIN International,,"Bridges, 3D"
BELL-01_City of Bellvue Model,City of Bellvue Model,"""City of Bellevue, Washington""",BELL-01,
BEV-01 Beverly Hills Water,City of Beverly Hills Cabrillo Reservoir Replacement,Rincon Consultants,,"Visual Impacts, 3D"
BIBY-01_Billings Bypass,Billings Bypass,Morrison Maierle Inc.,BIBY-01,"Bridges, 3D"
BIRM-01_Birmingham Xpress,Birmingham Xpress,Regional Planning Commission of Greater Birmingham,BIRM-01,
BROA-01_Broadway Corridor Plan,Broadway Corridor Plan,Zimmer Gunsul Frasca Architects,BROA-01,
BROA-02_Broadway Corridor Towers,Broadway Corridor Towers,William/Kaven,BROA-02,
CART-01_Cartoon Institute Promo,Cartoon Institute Promo,Oregon Cartoon Institute,CART-01,
CASC-01 Cascadia Zone Documentary,Cascadia Zone Documentary,,,"Motion Graphics, 3D"
CASC-01_Cascadia Video Game,Cascadia Video Game,Lewis and Clark College,CASC-01,
CBRT-01_Charlotte BRT,Charlotte BRT,HDR,CBRT-01,"BRT, 3D"
CDLR-01_Chandler,Chandler RT,HDR,CDLR-01,"Light Rail, Transit, 3D"
CHSR-01_WSP,High Speed Rail Stations,WSP USA,CHSR-01,
CHSR-02_Flyover,Bakersfield Fly-Over,WSP USA,CHSR-02,"HSR, 3D"
CLRM-01_100 Claremont,100 Claremont,LendLease,CLRM-01,"Residential, 3D"
Cole-01_Cole Grade Road,Cole Grade Road,Harris & Associates,Cole-01,"Highways, 3D"
Commonwealth LNG,,Commonwealth LNG,,
CRUSE-01,,Morrison Maierle Inc.,,
CWU-01_CWU Campus Model and Fly-Over,CWU Campus Model and Fly-Over,Central Washington University,CWU-01,
CWU-02_Stadium,Stadium,Central Washington University,CWU-02,"Institutional, 3D"
CWU-08_Gorge Amphitheater,Gorge Amphitheater,Central Washington University,CWU-08,"Visual FX, 3D"
CWU-09 Cauldera,Cauldera,Central Washington University,,"Visual FX, 3D"
CWU-10_Baja California,Baja California,Central Washington University,CWU-10,
DD3-01_Dry Docks,Dry Dock 3 Replacement,Moffatt and Nichol,DD3-01,"Construction, 3D"
DDI-01_BlancoRd,1604/Blanco Rd Interchange,DDI,DDI-01,"Highways, 3D"
DELTA-01_Delta Connector,Stockton Delta Connector,"""VMA Communications, Inc.""",DELTA-01,"Civil, 3D"
DEMO-01_Democratizing Density,Democratizing Density,Potestio Architect,DEMO-01,
DESI-01_Design Review City Model,Design Review City Model,City of Portland,DESI-01,
DNVR-01_Denver BRT,Denver BRT,Nelson\Nygaard,DNVR-01,"BRT, 3D"
DWP-01_Design Week Portland,DWP-01 Design Week Portland,,DWP-01,
ECA -01_ECA Update II,ECA Update II,Sempra LNG,ECA -01,"LNG, Energy, 3D"
EMBC-01_Embarcadero Cycletrack,Embarcadero Cycletrack,Fehr and Peers,EMBC-01,
FORM-01_,Urban Form Stills,Polytechnica,FORM-01,"City Model, Architecture, 3D"
GIAN-01_Portland Previz,Portland Previz,Digital Giant,GIAN-01,
GLOW-01_City Model Design Week Experience,City Model Design Week Experience,Glowbox,GLOW-01,
GREELEY-01,,Bolton & Menk Inc.,,"Urban Design, 3D"
GRLRT_Gilbert Road LRT Extension,Gilbert Road LRT Extension,HDR,GRLRT,
GRSH-01_City of Gresham 3D Model,City of Gresham 3D Model,City of Gresham,GRSH-01,
HENN-01 Hennepin Avenue,Hennepin Avenue Streetscape,Kimley-Horn & Associates Inc.,HENN-01,"Streetscape, 3D"
HENN-02 Hennepin Avenue II,Hennepin Ave II,Kimley-Horn & Associates Inc.,HENN-02,"Streetscape, 3D"
HENN-03 Hennepin Update,Hennepin Ave Update,Kimley-Horn & Associates Inc.,HENN-03,"Streetscape, 3D"
HYAT-01_Hyatt Place & the Allison Residences,Hyatt Place & the Allison Residences,Otak Incorporated,HYAT-01,
Hyper-01,WickedHyper Container Handling Animation,Moffatt and Nichol,,"Port, 3D"
I5RQ-01_I5RQ Phase 3,I5RQ Phase 3,"""David Evans and Associates, Inc.""",I5RQ-01,"Highways, Urban Design, 3D"
I10-01 Broadway Curve,Broadway Curve,TYLIN International,,"Highways, 3D"
I10-02 Stills,I10 Staging Stills,TYLIN International,,"Construction, 3D"
I10-03_Flyover,Phoenix-Casa Grande Highway,"Pulice-FNF-Flatiron JV,ADOT",I10-03,"Highways, 3D"
I10-04 Model Updates,Model Updates,Pulice-FNF-Flatiron JV,,"Highways, 3D"
I105-01 ,Avalon Station/Central Avenue UE Visualizations,Flatiron - Stacy Witbeck JV,,"Highways, 3D"
IHT-01 Iron Horse Trail Bridge,IHT-01 Iron Horse Trail Bridge,"Charles Redfield Consulting Engineers,City of San Ramon",,"Bike, Bridges, 3D"
IHT-02 Iron Horse Trail Additional Renderings,IHT-02 Iron Horse Trail Additional Renderings,Charles Redfield Consulting Engineers,,"Bike, Bridges, 3D"
IIGL-01 Imagine Iowa,Imagine Iowa Great Lakes,McClure,"IIGL-01","Streetscape, 3D"
INTE-01_Intel Optane,Intel Optane,Intel Corporation,INTE-01,
INTE-01_Interactive Home,Interactive Home,Icon Construction & Development LLC,INTE-01,
IRON-01_Iron Horse Bridge,Iron Horse Bridge,Redfield Consulting,IRON-01,"Bike, Bridges, 3D"
Kasa-01 Residence,Kasachev Residence,Kasachev,,"Residential, Architecture, 3D"
KIRK-01_Kirkland 85th/I405 BRT Station Area,Kirkland 85th/I405 BRT Station Area,Crandall Arambula PC,KIRK-01,
KNOX-01_Knoxville to Airport TOD,Knoxville to Airport TOD,City of Knoxville,KNOX-01,
KST-01_K Street Transitway II,K Street Transitway II,AECOM,KST-01,
Kurisu-01_Garden,Japanese Garden,Kurisu LLC,Kurisu-01,
LIFE-01_LifeBridge Campus,LifeBridge Campus,JENSEN + PARTNERS,LIFE-01,
LinkUS-01_,Columbus Transit Plan,The Saunders PR Group,LinkUS-01,"Station, Transit, 3D"
LinkUS-03,Columbia LinkUS Re-Render to high res,The Saunders PR Group,,"BRT, 3D"
LINX-01_LINXS Video Editing,LINXS Video Editing,LINXS Constructors,LINX-01,"People Mover, Transit, 3D"
LINX-03_LINX Additional Services,LINX Additional Services,jkhconsultingservices,LINX-03,"People Mover, Transit, 3D"
LINX-04 Video Edits,,LINXS Constructors,,"People Mover, Transit, 3D"
LINXS-01_LAX APM Pursuit,LAX APM Pursuit,"Fluor Corporation,HNTB Corporation,Selbert Perkins",LINXS-01,"People Mover, Transit, 3D"
LINXS-02_LINXS Video,LINXS Video,Fluor Corporation,LINXS-02,"People Mover, Transit, 3D"
LWC-01,Grand Blvd Visualizations,"""Leeway Development, LLC""",,"Residential, 3D"
MBRT-01_Madison,Madison,Nelson\Nygaard,MBRT-01,"BRT, 3D"
METR-01_METRO Gold Line Bus BRTOD,METRO Gold Line Bus BRTOD,Crandall Arambula PC,METR-01,
MILR-01_St Claire House,St Claire House,Jeffrey Miller Architect,MILR-01,
MLB-01_Portland Diamond Project,Portland Diamond Project,Portland Diamond Project,MLB-01,
MONT-01 Montecito Water,Montecito Wireless Water Meters,Rincon Consultants,,"Visual Impacts, 3D"
MORR-01_Morrison Bridgehead,Morrison Bridgehead,Russell Development,MORR-01,"City Model, Urban Design, 3D"
MORRO-01_,Morro Bay BESS,Rincon Consultants,MORRO-01,"Visual Impacts, 3D"
NC3D_Bookkeeping,Bookkeeping,NC3D,NC3D,
NC3D_General Office,NC3D General Office,NC3D,NC3D,
NC3D_Holiday,NC3D,NC3D,NC3D,
NC3D_PTO,NC3D,NC3D,NC3D,
NC3D_UnpaidTimeOff,NC3D,NC3D,NC3D,
NdP-01_Notre Dame Trees,Paris Design Competition Trees,WSP | Parsons Brinckerhoff in the USA,NdP-01,"Landscape, 3D"
NdP-02_Notre Dame Shrubs,Paris Design Competition Entry,WSP | Parsons Brinckerhoff in the USA,NdP-02,"Landscape, 3D"
NOX-01_Noxon Bridge,,Morrison Maierle Inc.,NOX-01,
NYC-01_Projection Map,Projection Map,SATIS&FY LLC,NYC-01,
OHSU-01_OSHU Master Plan,OHSU Plan Update,ZGF Architects,OHSU-01,"Commercial, 3D"
OMSI-01_City Model,,Oregon Museum of Science and Industry,OMSI-01,
ORS-01_Oregon Square,Oregon Square,Arnold Development,ORS-01,"City Model, Architecture, 3D"
PARA-01_Parametrix Services,Parametrix Services,Parametrix Inc,PARA-01,
PBRT-01_Phoenix BRT,Phoenix BRT,HDR,PBRT-01,"Bus Rapid Transit, Transit, 3D"
PDM-01 Portland Design Museum,Portland Design Museum,Portland Design Museum,,"City Model, 3D"
PDP-01_Portland Diamond,Portland Diamond,Clever.ly,PDP-01,"Commercial, 3D"
PDX-01_Airport,Airport,Hoffman/Skanska JV,PDX-01,"Airport, Construction, 3D"
PDX-02 Airport Additions,Airport Additions,Hoffman/Skanska JV,,"Airport, Construction, 3D"
PDX-03 QR Renders,QR Renders,Hoffman/Skanska JV,,"Airport, Construction, 3D"
PENN-01_,I70 & Rt 51 Visualization,"""Gannett Fleming Engineers and Architects, P.C.""",PENN-01,"DDI, Highways, 3D"
PIT-01_Zip Pit Animation,Zip Pit Animation,,PIT-01,
POST-01_Post Creek Stills,Post Creek,Morrison Maierle Inc.,POST-01,"Bridges, 3D"
POST-02_Post Creek Animation,Post Creek Bridge Animation,Morrison Maierle Inc.,POST-02,"Landscape, 3D"
PSB-01 Plant Sciences Building,Plant Sciences Building,Flad Architects,,"Institutional, 3D"
PSU-01_PSU Digital Cities,PSU Digital Cities,Portland State University,PSU-01,"City Model, 3D"
PSU-02_PSU Urban Design Forum,PSU Urban Design Forum,Portland State University,PSU-02,"City Model, 3D"
ROW-01_Rowboat Animation,Rowboat Animation,Unitan Creative,ROW-01,"Advertising, 3D"
S410-01,1500 Block Vancouver,"Studio 410,Investment Builders",,"Mixed, Architecture, 3D"
SAN-01_San Diego Airport Terminal,San Diego Airport Terminal 1,Flatiron Construction,SAN-01,
SBL-01_San Benito County Lima Property,San Benito County Lima Property,Rincon Consultants,SBL-01,"Visual Impacts, 3D"
SCB-01_Santa Clara BART,Santa Clara Bart,ICF,SCB-01,"Light Rail, Transit, 3D"
